id_str,retweet_count,favorite_count
667160273090932737,50,213
667152164079423490,14410,41671
667138269671505920,1837,3931
667119796878725120,103,280
667090893657276420,103,280
667073648344346624,101,345
667070482143944705,12,71
667065535570550784,39,139
667062181243039745,45,189
667044094246576128,43,158
667012601033924608,184,385
666996132027977728,77,209
666983947667116034,836,2199
666837028449972224,462,687
666835007768551424,64,179
666826780179869698,77,216
666817836334096384,208,433
666804364988780544,78,202
666786068205871104,403,646
666781792255496192,166,319
666776908487630848,146,297
666739327293083650,59,204
666701168228331520,181,368
666691418707132416,41,159
666649482315059201,518,979
666644823164719104,68,204
666454714377183233,175,437
666447344410484738,19,88
666437273139982337,40,105
666435652385423360,41,135
666430724426358785,159,269
666428276349472768,65,136
666421158376562688,90,265
666418789513326592,39,101
666411507551481857,257,365
666407126856765440,30,93
666396247373291520,65,145
666373753744588802,73,158
666362758909284353,463,642
666353288456101888,56,172
666345417576210432,121,233
666337882303524864,78,164
666293911632134144,286,416
666287406224695296,55,120
666273097616637952,66,149
666268910803644416,38,97
666104133288665088,5392,12571
666102155909144576,11,64
666099513787052032,53,131
666094000022159362,63,140
666082916733198337,37,91
666073100786774016,129,271
666071193221509120,49,126
666063827256086533,180,390
666058600524156928,46,98
666057090499244032,110,245
666055525042405380,194,361
666051853826850816,687,1009
666050758794694657,50,112
666049248165822465,36,86
666044226329800704,113,243
666033412701032449,35,98
666029285002620928,39,111
666020888022790149,416,2232
